Permit_Number,Date_of_Submission,Date_of_Permit_Issuance,Completed_Date,Expiration_Date,Permit_Name,Work_Type,Primary_Work_Scope,Permit_Status,Civic_ID,Civic_Number,Street_Name,Community,PID,Type_of_Structure,Work_Description,Active_Parcel,District
"DEVONLY-2021-13388","2021-07-20 12:00:00","2022-04-05 12:00:00","2022-04-05 12:00:00","2023-04-05 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",,,,,"00348466","Accessory Structure","I am building a shed to hook up temporary power so I can build a house.","Y","District 02"
"DEVONLY-2021-13705","2021-07-28 12:00:00","2021-09-01 12:00:00","2021-09-01 12:00:00","2022-09-01 12:00:00","Development Only Permit","Residential","New Building","Completed",68225,2363,"CREIGHTON ST","HALIFAX","00154971","Dwelling - Single Detached","Hi there,

I have bought a lot on Creighton Street in the North End of Halifax. I am looking to build a new home on the property. I am applying for a building development permit.","Y","District 08"
"DEVONLY-2021-14005","2021-08-04 12:00:00","2021-08-16 12:00:00","2021-08-16 12:00:00","2022-08-16 12:00:00","Development Only Permit","Non Residential","Accessory Structure","Completed",122618,163,"LAKESHORE PARK TERR","DARTMOUTH","41025230","Accessory Structure","New boathouse and extension to an existing wharf","Y","District 06"
"DEVONLY-2021-14076","2021-08-05 12:00:00","2022-05-20 12:00:00","2022-05-20 12:00:00","2023-05-20 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",101605,294,"SIMMONDS RD","NORTH PRESTON","40545733","Accessory Structure","its a garage/ shed items . will be less the 200 feet. its directly behind home , Drive way is in front of home . The shed is not blocking anything nor does it cross our property line","Y","District 04"
"DEVONLY-2021-14218","2021-08-07 12:00:00","2021-09-01 12:00:00","2021-09-01 12:00:00","2022-09-01 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",19801,23,"CLARE CRT","TIMBERLEA","40658833","Accessory Structure","8x10 shed","Y","District 12"
"DEVONLY-2021-14317","2021-08-10 12:00:00","2021-10-04 12:00:00","2021-10-04 12:00:00","2022-10-04 12:00:00","Development Only Permit","Residential","Home Occupation","Completed",101521,5775,"HIGHWAY 7","HEAD OF CHEZZETCOOK","40481129","Dwelling - Single Detached","Before and after school care
5 Children with 1 adult supervision 
Already Approved by home insurance ( allstate)","Y","District 02"
"DEVONLY-2021-14514","2021-08-16 12:00:00","2022-03-17 12:00:00","2022-03-17 12:00:00","2023-03-17 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",65616,2738,"NORTHWOOD TERR","HALIFAX","00166488","Accessory Structure","Constructing a 12x16' accessory building behind and to the left of the home","Y","District 08"
"DEVONLY-2021-14767","2021-08-21 12:00:00","2021-11-30 12:00:00","2021-11-30 12:00:00","2022-11-30 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",70362,6245,"WILLOW ST","HALIFAX","40774390","Accessory Structure","We currently have a shed on a concrete pad. The shed needs to be replaced. We are keeping the pad and planning on placing a new shed in the same spot, that is the same size as the current one. Our plan is to tear down the current building this fall and winter and rebuild it in the spring.","Y","District 09"
"DEVONLY-2021-14899","2021-08-24 12:00:00","2021-09-16 12:00:00","2021-09-16 12:00:00","2022-09-16 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",4636,2,"NICOLE CRT","HAMMONDS PLAINS","40680373","Accessory Structure","Install new accessory building - shed.","Y","District 14"
"DEVONLY-2021-15144","2021-08-27 12:00:00","2021-11-02 12:00:00","2021-11-02 12:00:00","2022-11-02 12:00:00","Development Only Permit","Non Residential","New Building","Completed",13245,2894,"ST MARGARETS BAY RD","TIMBERLEA","40305369","Commercial","This application is to outline the next steps wrt our existing Development Agreement, to ensure all conditions are satisfied before we proceed with further planning.","Y","District 12"
"DEVONLY-2021-15376",,,"2021-09-02 12:00:00",,"Development Only Permit","Not Associated to a Building","Alteration to Land Use","Cancelled",,,,,,"Not Associated to a Building",,,"Unidentified"
"DEVONLY-2021-15613","2021-09-08 12:00:00","2021-09-16 12:00:00","2021-09-16 12:00:00","2022-09-16 12:00:00","Development Only Permit","Residential","New Building","Completed",112572,2540,"LAWRENCETOWN RD","LAWRENCETOWN","00465997","Dwelling - Single Detached","Development Permit - confirms that proposed single unit dwelling meets requirements of the Land Use By-law.","Y","District 02"
"DEVONLY-2021-15953","2021-09-15 12:00:00",,"2024-02-12 12:00:00",,"Development Only Permit","Residential","Accessory Structure","Withdrawn",73963,2090,"KLINE ST","HALIFAX","00022301","Accessory Structure","Demolition of existing Garage & Construction of a Secondary Backyard Suite consisting of one two bedroom unit.","Y","District 09"
"DEVONLY-2021-16162","2021-09-20 12:00:00","2021-09-28 12:00:00","2021-09-28 12:00:00","2022-09-28 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",98223,34,"SUNSET PATH","WAVERLEY","00520775","Accessory Structure","Gazebo replacing existing boathouse.","Y","District 01"
"DEVONLY-2021-16390","2021-09-24 12:00:00","2021-10-18 12:00:00","2021-10-18 12:00:00","2022-10-18 12:00:00","Development Only Permit","Non Residential","Accessory Structure","Completed",,,,,"40242323","Accessory Structure","a 14x14 shed/studio","Y","District 02"
"DEVONLY-2021-16502","2021-09-27 12:00:00","2021-11-22 12:00:00","2021-11-22 12:00:00","2022-11-22 12:00:00","Development Only Permit","Non Residential","New Building","Completed",,,,,"41442252","Commercial","Build a cafe","Y","District 16"
"DEVONLY-2021-16742","2021-09-30 12:00:00",,"2021-10-21 12:00:00",,"Development Only Permit","Residential","New Building","Withdrawn",23215,30,"JOHNSON RD","HUBBARDS","41073867","Accessory Structure","Backyard suite / accessory building.","Y","District 13"
"DEVONLY-2021-16974","2021-10-05 12:00:00","2021-10-22 12:00:00","2021-10-22 12:00:00","2022-10-22 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",106151,806,"WEST PORTERS LAKE RD","PORTERS LAKE","40692030","Accessory Structure","Permit to build a 4.87 x 3.65 Meter shed on my property at 806 West Porters Lake Road

Revision:  The Shed is 10.7 Meters to the South of the house and 6.9 Meters to the North West corner of the house. Per revised A101-Site Plan.  The building is on a level area and the peak will e 3.96 Meters on all sides.","Y","District 02"
"DEVONLY-2021-17349","2021-10-13 12:00:00","2022-02-03 12:00:00","2022-02-03 12:00:00","2023-02-03 12:00:00","Development Only Permit","Residential","New Building","Completed",50931,155,"MAIN ST","DARTMOUTH","00191643","Mixed Use - Residential & Other Use(s)","Mixed development permit","Y","District 06"
"DEVONLY-2021-17514","2021-10-14 12:00:00",,,,"Development Only Permit","Non Residential","Accessory Structure","Applicant Revisions",13636,225,"FIVE ISLAND RD","HUBLEY","40775710","Accessory Structure","Proposed accessory structure is located within the same zone as a principal building at 225 Five Island Rd. Structure needed to store landscaping equipment  for maintaining view from shared access road ;  lot where proposed accessory building located abuts lot containing principle building","Y","District 13"
"DEVONLY-2021-17616","2021-10-18 12:00:00","2021-11-22 12:00:00","2021-11-22 12:00:00","2022-11-22 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",145872,49,"TROUTWATER TERR","PORTUGUESE COVE","41306556","Accessory Structure","Construct a 12'x 14' accessory structure. 

I wish to build a 12' x 14' shed, 2' x 4' wall construction, OSB sheathing, asphalt shingles and vinyl siding to match house. Shed will be used to store utility vehicles, yard tools, etc
Attached, plan #2 shows the additional details you asked for","Y","District 11"
"DEVONLY-2021-17779","2021-10-21 12:00:00","2025-02-14 12:00:00","2025-02-14 12:00:00","2026-02-14 12:00:00","Development Only Permit","Not Associated to a Building","Alteration to Land Use","Completed",167584,1206,"LAKE EGMONT RD","LAKE EGMONT","41439035","Agriculture","Alter land use to agricultural","Y","District 01"
"DEVONLY-2021-17976","2021-10-25 12:00:00","2021-12-03 12:00:00","2021-12-03 12:00:00","2022-12-03 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",46869,735,"SHORE DR","BEDFORD","40259970","Accessory Structure","Applying for this permit because I didn't know that I required a permit to perform this work. Received a site visit from a bylaw officer who informed me to stop work and apply for a Development Only Permit.  Removed existing shed for watersports storage and replaced with new as detailed on site grading plan.","Y","District 16"
"DEVONLY-2021-18236","2021-10-28 12:00:00","2021-11-25 12:00:00","2021-11-25 12:00:00","2022-11-25 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",109365,16,"SCHOONER DR","LAWRENCETOWN","40557498","Accessory Structure","Construct 3.6mx 3.6m shed, over all height 3.6m, 1 -3ft man door, 1 -window 3ftx3ft. To be finished with vinyl siding and asphalt shingles.","Y","District 02"
"DEVONLY-2021-18478","2021-11-09 12:00:00","2021-12-15 12:00:00","2021-12-15 12:00:00","2022-12-15 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",145460,3,"WINDRIDGE LANE","BEDFORD","41281353","Accessory Structure","build a shed less than 215 sq feet","Y","District 16"
"DEVONLY-2021-18627","2021-11-06 12:00:00",,,,"Development Only Permit","Non Residential","Accessory Structure","Applicant Revisions",98755,209,"EAST PETPESWICK RD","EAST PETPESWICK","00655159","Accessory Structure","We wish to assemble the following shed in our backyard (Lifetime Storage Shed with Windows and Shelves - 10-ft x 8-ft - Resin/Steel - Desert Tan)","Y","District 02"
"DEVONLY-2021-18939","2021-11-15 12:00:00",,,,"Development Only Permit","Residential","Accessory Structure","Applicant Revisions",,,,,"00245407","Accessory Structure","Install 8x10 shed onto property","Y","District 05"
"DEVONLY-2021-19061","2021-11-17 12:00:00",,"2022-01-25 12:00:00",,"Development Only Permit","Residential","Accessory Structure","Withdrawn",174442,1509,"MYRA RD","PORTERS LAKE","40427700","Accessory Structure","This is a permit for a detached residential garage on PID 40427700. The primary dwelling will be a new build and will be submitted separately by sprout dwellings. The garage will not have any heating or plumbing nor will it have any specific machinery or high voltage equipment. This is a basic storage garage. There will be power and lights. Please reference dwelling permit on lot which will also be submitted.","Y","District 02"
"DEVONLY-2021-19309","2021-11-24 12:00:00","2021-12-13 12:00:00","2021-12-13 12:00:00","2022-12-13 12:00:00","Development Only Permit","Non Residential","Accessory Structure","Completed",143753,1972,"MYRA RD","PORTERS LAKE","41278268","Accessory Structure","Small 120 sq ft shed to house water filtration system for domes","Y","District 02"
"DEVONLY-2021-19435","2021-12-01 12:00:00","2024-12-30 12:00:00",,"2025-12-30 12:00:00","Development Only Permit","Residential","New Building","Applicant Revisions",,,,,"00182089","Dwelling - Multiple Units","DP ONLY - New multi-unit residential building.","N","District 09"
"DEVONLY-2021-19731","2021-12-08 12:00:00","2021-12-24 12:00:00","2021-12-24 12:00:00","2022-12-24 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",26568,54,"BAYVIEW DR","HACKETTS COVE","40034530","Accessory Structure","Proposing a 2 level garage 77sqm total area (38.5sqm foot print)","Y","District 13"
"DEVONLY-2021-19864","2021-12-08 12:00:00",,"2024-01-26 12:00:00",,"Development Only Permit","Residential","Addition","Withdrawn",72203,6695,"PETER LOWE AVE","HALIFAX","00011858","Dwelling - Single Detached","Demo existing dwelling down to main floor. Rebuild main and 2nd storey on existing foundation and sub-floor. Add garage at side of house","Y","District 09"
"DEVONLY-2021-19973","2021-12-14 12:00:00","2022-05-05 12:00:00","2022-05-05 12:00:00","2023-05-05 12:00:00","Development Only Permit","Residential","New Building","Completed",67981,2631,"CLIFTON ST","HALIFAX","00168898","Dwelling - Multiple Units","7 storey multi-unit residential building with two levels of underground parking.
Property is located at the corner of North Street and Clifton Street.
Property is zoned CEN-2.
Building consists of 54 residential units and 20 indoor parking spaces.","Y","District 08"
"DEVONLY-2021-20037","2022-03-25 12:00:00","2023-05-23 12:00:00","2023-05-23 12:00:00","2024-05-23 12:00:00","Development Only Permit","Residential","New Building","Completed",2122,1655,"HAMMONDS PLAINS RD","HAMMONDS PLAINS","41521600","Dwelling - Multiple Units","Senior Citizens Housing - 73 units","Y","District 14"
"DEVONLY-2021-20225","2021-12-23 12:00:00",,"2024-02-12 12:00:00",,"Development Only Permit","Residential","Home Occupation","Withdrawn",26601,24,"CLUB RD","HATCHET LAKE","00382754","Accessory Structure","Home based business out of detached garage, tire repair service","Y","District 13"
"DEVONLY-2021-20402","2022-01-01 12:00:00","2022-06-14 12:00:00","2022-06-14 12:00:00","2023-06-14 12:00:00","Development Only Permit","Residential","New Building","Completed",78638,1046,"BARRINGTON ST","HALIFAX","00103903","Dwelling - Multiple Units","Six story apartment building","Y","District 07"
"DEVONLY-2022-00304","2022-02-07 12:00:00","2022-04-21 12:00:00","2022-04-21 12:00:00","2023-04-21 12:00:00","Development Only Permit","Non Residential","New Building","Completed",,,,,"41502139","Commercial","New Building for self storage units","Y","District 13"
"DEVONLY-2022-00458","2022-01-24 12:00:00","2022-10-12 12:00:00","2022-10-12 12:00:00","2023-10-12 12:00:00","Development Only Permit","Non Residential","New Building","Completed",68483,2456,"AGRICOLA ST","HALIFAX","00151324","Commercial","Commercial Building.","Y","District 08"
"DEVONLY-2022-00546","2022-01-14 12:00:00","2022-10-13 12:00:00","2022-10-13 12:00:00","2023-10-13 12:00:00","Development Only Permit","Non Residential","New Building","Completed",,,,,"41317280","Commercial","This is a resubmission of HRM Application AP# 182112. Note that Strum Consulting is submitting an accompanying subdivision plan for this development permit application.

On behalf of our client, Choice Properties REIT, please accept this Development Permit application for a bank (having 428 m2 floor area), involving the construction of a new building without a drive-thru. An accessory parking lot is also proposed. The subject property is located between the Superstore Gas Bar and the multiple-tenant office building at 3711 Joseph Howe Drive. 

Please note the following summary of revisions:
1)	The outdoor solid waste management area is now indicated.
2)	The floor area of the building has been expanded from 378 sq m to 428 sq m.
3)	The snow storage area is now indicated on the revised site plan.
4)	A subdivision application will be submitted by Strum Consulting to maintain the location of the proposed accessory parking lot.
5)	A further front yard setback has been provided for the accessory parking lot.
6)	The drive aisle for the parking area has been widened.
7)	Further specifications on the proposed type of Class B bike parking is now indicated on the site plan (Maglin 350 series bike rack).
8)	The proposed subdivision bounds has been expanded.
9) 	A walkway has been added to the front of the building.","Y","District 09"
